Year,Month,Mdate,Sensor_ID,Hourly_Counts,sensor_description,sensor_name
2013,8,7,9,16358,Southern Cross Station,Col700_T
2013,8,7,17,12759,Collins Place (South),Col15_T
2013,8,8,4,34357,Town Hall (West),Swa123_T
2013,8,8,3,32538,Melbourne Central,Swa295_T
2013,8,8,1,27412,Bourke Street Mall (North),Bou292_T
2013,8,8,2,25451,Bourke Street Mall (South),Bou283_T
2013,8,8,13,25012,Flagstaff Station,Wil277_T
2013,8,8,5,24805,Princes Bridge,PriNW_T
2013,8,8,6,22243,Flinders Street Station Underpass,FliS_T
2013,8,8,16,19676,Australia on Collins,Col270_T
2013,8,8,9,17351,Southern Cross Station,Col700_T
2013,8,8,17,12920,Collins Place (South),Col15_T
2013,8,9,4,39838,Town Hall (West),Swa123_T
2013,8,9,3,34345,Melbourne Central,Swa295_T
2013,8,9,1,30458,Bourke Street Mall (North),Bou292_T
2013,8,9,2,27613,Bourke Street Mall (South),Bou283_T
2013,8,9,5,26174,Princes Bridge,PriNW_T
2013,8,9,13,25014,Flagstaff Station,Wil277_T
2013,8,9,6,21374,Flinders Street Station Underpass,FliS_T
2013,8,9,16,20510,Australia on Collins,Col270_T
2013,8,9,9,16070,Southern Cross Station,Col700_T
2013,8,9,17,12147,Collins Place (South),Col15_T
2013,8,10,4,39540,Town Hall (West),Swa123_T
2013,8,10,3,36045,Melbourne Central,Swa295_T
2013,8,10,5,29695,Princes Bridge,PriNW_T
2013,8,10,1,29591,Bourke Street Mall (North),Bou292_T
2013,8,10,2,28299,Bourke Street Mall (South),Bou283_T
2013,8,10,6,18601,Flinders Street Station Underpass,FliS_T
2013,8,10,16,17258,Australia on Collins,Col270_T
2013,8,10,14,7607,Sandridge Bridge,SanBri_T
2013,8,10,17,6741,Collins Place (South),Col15_T
2013,8,10,11,4079,Waterfront City,WatCit_T
2013,8,11,3,32972,Melbourne Central,Swa295_T
2013,8,11,4,32161,Town Hall (West),Swa123_T
2013,8,11,1,25206,Bourke Street Mall (North),Bou292_T
2013,8,11,5,23579,Princes Bridge,PriNW_T
2013,8,11,2,22753,Bourke Street Mall (South),Bou283_T
2013,8,11,6,14661,Flinders Street Station Underpass,FliS_T
2013,8,11,16,12573,Australia on Collins,Col270_T
2013,8,11,14,6890,Sandridge Bridge,SanBri_T
2013,8,11,17,4221,Collins Place (South),Col15_T
2013,8,11,11,3631,Waterfront City,WatCit_T
2013,8,12,4,30450,Town Hall (West),Swa123_T
2013,8,12,3,27229,Melbourne Central,Swa295_T
2013,8,12,13,25517,Flagstaff Station,Wil277_T
2013,8,12,1,23687,Bourke Street Mall (North),Bou292_T
2013,8,12,2,21412,Bourke Street Mall (South),Bou283_T
2013,8,12,5,19498,Princes Bridge,PriNW_T
2013,8,12,6,19468,Flinders Street Station Underpass,FliS_T
2013,8,12,16,17539,Australia on Collins,Col270_T
2013,8,12,9,16446,Southern Cross Station,Col700_T
2013,8,12,17,11441,Collins Place (South),Col15_T
2013,8,13,4,33263,Town Hall (West),Swa123_T
2013,8,13,3,30288,Melbourne Central,Swa295_T
2013,8,13,13,26302,Flagstaff Station,Wil277_T
2013,8,13,1,25889,Bourke Street Mall (North),Bou292_T
2013,8,13,2,24008,Bourke Street Mall (South),Bou283_T
2013,8,13,5,22739,Princes Bridge,PriNW_T
2013,8,13,6,20853,Flinders Street Station Underpass,FliS_T
2013,8,13,16,18367,Australia on Collins,Col270_T
2013,8,13,9,17232,Southern Cross Station,Col700_T
2013,8,13,17,12493,Collins Place (South),Col15_T
2013,8,14,4,32143,Town Hall (West),Swa123_T
2013,8,14,3,27749,Melbourne Central,Swa295_T
2013,8,14,13,25633,Flagstaff Station,Wil277_T
2013,8,14,1,24701,Bourke Street Mall (North),Bou292_T
2013,8,14,2,23065,Bourke Street Mall (South),Bou283_T
2013,8,14,5,21358,Princes Bridge,PriNW_T
2013,8,14,6,19410,Flinders Street Station Underpass,FliS_T
2013,8,14,16,16970,Australia on Collins,Col270_T
2013,8,14,9,16712,Southern Cross Station,Col700_T
2013,8,14,17,11711,Collins Place (South),Col15_T
2013,8,15,4,35410,Town Hall (West),Swa123_T
2013,8,15,3,31755,Melbourne Central,Swa295_T
2013,8,15,1,27718,Bourke Street Mall (North),Bou292_T
2013,8,15,2,26433,Bourke Street Mall (South),Bou283_T
2013,8,15,13,25393,Flagstaff Station,Wil277_T
2013,8,15,5,22592,Princes Bridge,PriNW_T
2013,8,15,6,22188,Flinders Street Station Underpass,FliS_T
2013,8,15,16,20106,Australia on Collins,Col270_T
2013,8,15,9,17452,Southern Cross Station,Col700_T
2013,8,15,17,13069,Collins Place (South),Col15_T
2013,8,16,4,43577,Town Hall (West),Swa123_T
2013,8,16,3,37002,Melbourne Central,Swa295_T
2013,8,16,1,33299,Bourke Street Mall (North),Bou292_T
2013,8,16,2,32788,Bourke Street Mall (South),Bou283_T
2013,8,16,5,29337,Princes Bridge,PriNW_T
2013,8,16,6,24682,Flinders Street Station Underpass,FliS_T
2013,8,16,13,24137,Flagstaff Station,Wil277_T
2013,8,16,16,22395,Australia on Collins,Col270_T
2013,8,16,7,18202,Birrarung Marr,Fed_T
2013,8,16,9,16873,Southern Cross Station,Col700_T
2013,8,17,4,38885,Town Hall (West),Swa123_T
2013,8,17,3,34188,Melbourne Central,Swa295_T
2013,8,17,2,29985,Bourke Street Mall (South),Bou283_T
2013,8,17,1,28679,Bourke Street Mall (North),Bou292_T
2013,8,17,5,27640,Princes Bridge,PriNW_T
2013,8,17,6,19056,Flinders Street Station Underpass,FliS_T
2013,8,17,16,17408,Australia on Collins,Col270_T
2013,8,17,7,13897,Birrarung Marr,Fed_T
2013,8,17,14,7980,Sandridge Bridge,SanBri_T
2013,8,17,17,7022,Collins Place (South),Col15_T
2013,8,18,4,28557,Town Hall (West),Swa123_T
2013,8,18,3,28259,Melbourne Central,Swa295_T
2013,8,18,1,22894,Bourke Street Mall (North),Bou292_T
2013,8,18,5,21440,Princes Bridge,PriNW_T
2013,8,18,2,20792,Bourke Street Mall (South),Bou283_T
2013,8,18,6,14046,Flinders Street Station Underpass,FliS_T
2013,8,18,16,12238,Australia on Collins,Col270_T
2013,8,18,14,6537,Sandridge Bridge,SanBri_T
2013,8,18,17,4069,Collins Place (South),Col15_T
2013,8,18,7,3882,Birrarung Marr,Fed_T
2013,8,19,4,29440,Town Hall (West),Swa123_T
2013,8,19,3,26167,Melbourne Central,Swa295_T
2013,8,19,13,25425,Flagstaff Station,Wil277_T
2013,8,19,1,23609,Bourke Street Mall (North),Bou292_T
2013,8,19,2,22433,Bourke Street Mall (South),Bou283_T
2013,8,19,5,20577,Princes Bridge,PriNW_T
2013,8,19,6,19090,Flinders Street Station Underpass,FliS_T
2013,8,19,16,17007,Australia on Collins,Col270_T
2013,8,19,9,16255,Southern Cross Station,Col700_T
2013,8,19,17,11661,Collins Place (South),Col15_T
2013,8,20,4,30409,Town Hall (West),Swa123_T
2013,8,20,3,27603,Melbourne Central,Swa295_T
2013,8,20,13,24409,Flagstaff Station,Wil277_T
2013,8,20,1,23258,Bourke Street Mall (North),Bou292_T
2013,8,20,2,21905,Bourke Street Mall (South),Bou283_T
2013,8,20,6,19259,Flinders Street Station Underpass,FliS_T
2013,8,20,5,19071,Princes Bridge,PriNW_T
2013,8,20,16,16913,Australia on Collins,Col270_T
2013,8,20,9,16271,Southern Cross Station,Col700_T
2013,8,20,17,11392,Collins Place (South),Col15_T
2013,8,21,4,31877,Town Hall (West),Swa123_T
2013,8,21,3,28769,Melbourne Central,Swa295_T
2013,8,21,13,25448,Flagstaff Station,Wil277_T
2013,8,21,1,24263,Bourke Street Mall (North),Bou292_T
2013,8,21,5,22734,Princes Bridge,PriNW_T
2013,8,21,2,22708,Bourke Street Mall (South),Bou283_T
2013,8,21,6,20209,Flinders Street Station Underpass,FliS_T
2013,8,21,16,17231,Australia on Collins,Col270_T
2013,8,21,9,16646,Southern Cross Station,Col700_T
2013,8,21,17,12238,Collins Place (South),Col15_T
2013,8,22,4,33513,Town Hall (West),Swa123_T
2013,8,22,3,28587,Melbourne Central,Swa295_T
2013,8,22,1,25506,Bourke Street Mall (North),Bou292_T
2013,8,22,13,25367,Flagstaff Station,Wil277_T
2013,8,22,2,24941,Bourke Street Mall (South),Bou283_T
2013,8,22,5,21356,Princes Bridge,PriNW_T
2013,8,22,6,20685,Flinders Street Station Underpass,FliS_T
2013,8,22,16,18495,Australia on Collins,Col270_T
2013,8,22,9,16775,Southern Cross Station,Col700_T
2013,8,22,17,12791,Collins Place (South),Col15_T
2013,8,23,4,41359,Town Hall (West),Swa123_T
2013,8,23,3,35956,Melbourne Central,Swa295_T
2013,8,23,1,32453,Bourke Street Mall (North),Bou292_T
2013,8,23,2,30360,Bourke Street Mall (South),Bou283_T
2013,8,23,5,28475,Princes Bridge,PriNW_T
2013,8,23,6,23188,Flinders Street Station Underpass,FliS_T
2013,8,23,13,23156,Flagstaff Station,Wil277_T
2013,8,23,16,21739,Australia on Collins,Col270_T
2013,8,23,9,16386,Southern Cross Station,Col700_T
2013,8,23,17,13000,Collins Place (South),Col15_T
2013,8,24,4,37301,Town Hall (West),Swa123_T
2013,8,24,3,35435,Melbourne Central,Swa295_T
2013,8,24,5,28959,Princes Bridge,PriNW_T
2013,8,24,1,28707,Bourke Street Mall (North),Bou292_T
2013,8,24,2,28396,Bourke Street Mall (South),Bou283_T
2013,8,24,16,17128,Australia on Collins,Col270_T
2013,8,24,6,16630,Flinders Street Station Underpass,FliS_T
2013,8,24,7,11913,Birrarung Marr,Fed_T
2013,8,24,14,7904,Sandridge Bridge,SanBri_T
2013,8,24,17,6543,Collins Place (South),Col15_T
2013,8,25,4,29491,Town Hall (West),Swa123_T
2013,8,25,3,27908,Melbourne Central,Swa295_T
2013,8,25,5,24150,Princes Bridge,PriNW_T
2013,8,25,1,22916,Bourke Street Mall (North),Bou292_T
2013,8,25,2,21263,Bourke Street Mall (South),Bou283_T
2013,8,25,6,14931,Flinders Street Station Underpass,FliS_T
2013,8,25,16,12296,Australia on Collins,Col270_T
2013,8,25,7,8882,Birrarung Marr,Fed_T
2013,8,25,14,6673,Sandridge Bridge,SanBri_T
2013,8,25,17,4426,Collins Place (South),Col15_T
2013,8,26,4,31749,Town Hall (West),Swa123_T
2013,8,26,3,27951,Melbourne Central,Swa295_T
2013,8,26,13,25678,Flagstaff Station,Wil277_T
2013,8,26,1,24578,Bourke Street Mall (North),Bou292_T
2013,8,26,2,24040,Bourke Street Mall (South),Bou283_T
2013,8,26,5,22054,Princes Bridge,PriNW_T
2013,8,26,6,20921,Flinders Street Station Underpass,FliS_T
2013,8,26,16,18100,Australia on Collins,Col270_T
2013,8,26,9,16633,Southern Cross Station,Col700_T
2013,8,26,17,12229,Collins Place (South),Col15_T
2013,8,27,4,31665,Town Hall (West),Swa123_T
2013,8,27,3,29051,Melbourne Central,Swa295_T
2013,8,27,13,26256,Flagstaff Station,Wil277_T
2013,8,27,1,24785,Bourke Street Mall (North),Bou292_T
2013,8,27,5,22540,Princes Bridge,PriNW_T
2013,8,27,2,22459,Bourke Street Mall (South),Bou283_T
2013,8,27,6,20981,Flinders Street Station Underpass,FliS_T
2013,8,27,16,17780,Australia on Collins,Col270_T
2013,8,27,9,16941,Southern Cross Station,Col700_T
2013,8,27,17,12702,Collins Place (South),Col15_T
2013,8,28,4,32901,Town Hall (West),Swa123_T
2013,8,28,3,30735,Melbourne Central,Swa295_T
2013,8,28,13,25624,Flagstaff Station,Wil277_T
2013,8,28,1,25044,Bourke Street Mall (North),Bou292_T
2013,8,28,5,24380,Princes Bridge,PriNW_T
2013,8,28,2,23544,Bourke Street Mall (South),Bou283_T
2013,8,28,6,21020,Flinders Street Station Underpass,FliS_T
2013,8,28,16,17802,Australia on Collins,Col270_T
2013,8,28,9,17037,Southern Cross Station,Col700_T
2013,8,28,17,12394,Collins Place (South),Col15_T
2013,8,29,4,32322,Town Hall (West),Swa123_T
2013,8,29,3,29140,Melbourne Central,Swa295_T
2013,8,29,13,26883,Flagstaff Station,Wil277_T
2013,8,29,1,25439,Bourke Street Mall (North),Bou292_T
2013,8,29,2,23813,Bourke Street Mall (South),Bou283_T
2013,8,29,5,22360,Princes Bridge,PriNW_T
2013,8,29,6,20726,Flinders Street Station Underpass,FliS_T
2013,8,29,16,18209,Australia on Collins,Col270_T
2013,8,29,9,17099,Southern Cross Station,Col700_T
2013,8,29,17,12331,Collins Place (South),Col15_T
2013,8,30,4,39573,Town Hall (West),Swa123_T
2013,8,30,3,35438,Melbourne Central,Swa295_T
2013,8,30,1,31423,Bourke Street Mall (North),Bou292_T
2013,8,30,2,29805,Bourke Street Mall (South),Bou283_T
2013,8,30,5,27254,Princes Bridge,PriNW_T
2013,8,30,13,23666,Flagstaff Station,Wil277_T
2013,8,30,6,23222,Flinders Street Station Underpass,FliS_T
2013,8,30,16,20162,Australia on Collins,Col270_T
2013,8,30,9,16549,Southern Cross Station,Col700_T
2013,8,30,17,12420,Collins Place (South),Col15_T
2013,8,31,4,39073,Town Hall (West),Swa123_T
2013,8,31,3,36483,Melbourne Central,Swa295_T
2013,8,31,5,29402,Princes Bridge,PriNW_T
2013,8,31,1,29174,Bourke Street Mall (North),Bou292_T
2013,8,31,2,28271,Bourke Street Mall (South),Bou283_T
2013,8,31,6,19171,Flinders Street Station Underpass,FliS_T
2013,8,31,16,15281,Australia on Collins,Col270_T
2013,8,31,7,12436,Birrarung Marr,Fed_T
2013,8,31,14,8130,Sandridge Bridge,SanBri_T
2013,8,31,17,5440,Collins Place (South),Col15_T
2013,9,1,4,31449,Town Hall (West),Swa123_T
2013,9,1,3,28338,Melbourne Central,Swa295_T
2013,9,1,22,25921,Flinders St-Elizabeth St (East),Eli274_T
2013,9,1,5,24356,Princes Bridge,PriNW_T
2013,9,1,1,22695,Bourke Street Mall (North),Bou292_T
2013,9,1,2,21196,Bourke Street Mall (South),Bou283_T
2013,9,1,15,17096,State Library,QV_T
2013,9,1,21,15415,Bourke St-Russell St (West),Rus180_T
2013,9,1,6,14995,Flinders Street Station Underpass,FliS_T
2013,9,1,7,11102,Birrarung Marr,Fed_T
2013,9,2,22,33621,Flinders St-Elizabeth St (East),Eli274_T
2013,9,2,4,29745,Town Hall (West),Swa123_T
2013,9,2,13,25558,Flagstaff Station,Wil277_T
2013,9,2,24,25508,Spencer St-Collins St (North),Col620_T
2013,9,2,3,25502,Melbourne Central,Swa295_T
2013,9,2,5,23858,Princes Bridge,PriNW_T
2013,9,2,1,22954,Bourke Street Mall (North),Bou292_T
2013,9,2,2,22844,Bourke Street Mall (South),Bou283_T
2013,9,2,6,20730,Flinders Street Station Underpass,FliS_T
2013,9,2,15,18548,State Library,QV_T
2013,9,3,22,33737,Flinders St-Elizabeth St (East),Eli274_T
2013,9,3,4,30712,Town Hall (West),Swa123_T
2013,9,3,3,27390,Melbourne Central,Swa295_T
2013,9,3,24,27188,Spencer St-Collins St (North),Col620_T
2013,9,3,13,25994,Flagstaff Station,Wil277_T
2013,9,3,5,23837,Princes Bridge,PriNW_T
2013,9,3,1,23499,Bourke Street Mall (North),Bou292_T
2013,9,3,2,22553,Bourke Street Mall (South),Bou283_T
2013,9,3,6,20440,Flinders Street Station Underpass,FliS_T
2013,9,3,15,19470,State Library,QV_T
2013,9,4,22,33891,Flinders St-Elizabeth St (East),Eli274_T
2013,9,4,4,31146,Town Hall (West),Swa123_T
2013,9,4,3,27843,Melbourne Central,Swa295_T
2013,9,4,24,26908,Spencer St-Collins St (North),Col620_T
2013,9,4,13,26204,Flagstaff Station,Wil277_T
2013,9,4,5,25909,Princes Bridge,PriNW_T
2013,9,4,1,25014,Bourke Street Mall (North),Bou292_T
2013,9,4,2,24459,Bourke Street Mall (South),Bou283_T
2013,9,4,6,20765,Flinders Street Station Underpass,FliS_T
2013,9,4,15,19972,State Library,QV_T
2013,9,5,22,32353,Flinders St-Elizabeth St (East),Eli274_T
2013,9,5,4,31723,Town Hall (West),Swa123_T
2013,9,5,24,26569,Spencer St-Collins St (North),Col620_T
2013,9,5,3,26505,Melbourne Central,Swa295_T
2013,9,5,13,25069,Flagstaff Station,Wil277_T
2013,9,5,2,24573,Bourke Street Mall (South),Bou283_T
2013,9,5,1,24080,Bourke Street Mall (North),Bou292_T
2013,9,5,5,23478,Princes Bridge,PriNW_T
2013,9,5,6,18498,Flinders Street Station Underpass,FliS_T
2013,9,5,15,17434,State Library,QV_T
2013,9,6,4,41897,Town Hall (West),Swa123_T
2013,9,6,22,37881,Flinders St-Elizabeth St (East),Eli274_T
2013,9,6,3,34358,Melbourne Central,Swa295_T
2013,9,6,2,31386,Bourke Street Mall (South),Bou283_T
2013,9,6,1,31214,Bourke Street Mall (North),Bou292_T
2013,9,6,5,29439,Princes Bridge,PriNW_T
2013,9,6,24,27940,Spencer St-Collins St (North),Col620_T
2013,9,6,6,23514,Flinders Street Station Underpass,FliS_T
2013,9,6,13,22961,Flagstaff Station,Wil277_T
2013,9,6,15,22372,State Library,QV_T
2013,9,7,4,37032,Town Hall (West),Swa123_T
2013,9,7,3,33013,Melbourne Central,Swa295_T
2013,9,7,22,29758,Flinders St-Elizabeth St (East),Eli274_T
2013,9,7,5,27052,Princes Bridge,PriNW_T
2013,9,7,2,26015,Bourke Street Mall (South),Bou283_T
2013,9,7,1,25826,Bourke Street Mall (North),Bou292_T
2013,9,7,15,19123,State Library,QV_T
2013,9,7,6,16560,Flinders Street Station Underpass,FliS_T
2013,9,7,21,14964,Bourke St-Russell St (West),Rus180_T
2013,9,7,16,14619,Australia on Collins,Col270_T
2013,9,8,4,28454,Town Hall (West),Swa123_T
2013,9,8,3,26083,Melbourne Central,Swa295_T
2013,9,8,22,25034,Flinders St-Elizabeth St (East),Eli274_T
2013,9,8,5,21459,Princes Bridge,PriNW_T
2013,9,8,2,20937,Bourke Street Mall (South),Bou283_T
2013,9,8,1,20877,Bourke Street Mall (North),Bou292_T
2013,9,8,7,18464,Birrarung Marr,Fed_T
2013,9,8,15,15502,State Library,QV_T
2013,9,8,6,13564,Flinders Street Station Underpass,FliS_T
2013,9,8,21,13242,Bourke St-Russell St (West),Rus180_T
2013,9,9,22,32491,Flinders St-Elizabeth St (East),Eli274_T
2013,9,9,4,29218,Town Hall (West),Swa123_T
2013,9,9,3,26200,Melbourne Central,Swa295_T
2013,9,9,24,25585,Spencer St-Collins St (North),Col620_T
2013,9,9,13,24823,Flagstaff Station,Wil277_T
2013,9,9,1,21599,Bourke Street Mall (North),Bou292_T
2013,9,9,2,19932,Bourke Street Mall (South),Bou283_T
2013,9,9,6,19031,Flinders Street Station Underpass,FliS_T
2013,9,9,5,18942,Princes Bridge,PriNW_T
2013,9,9,15,18688,State Library,QV_T
2013,9,10,22,32301,Flinders St-Elizabeth St (East),Eli274_T
2013,9,10,4,28851,Town Hall (West),Swa123_T
2013,9,10,24,26273,Spencer St-Collins St (North),Col620_T
2013,9,10,3,25922,Melbourne Central,Swa295_T
2013,9,10,13,25695,Flagstaff Station,Wil277_T
2013,9,10,1,22721,Bourke Street Mall (North),Bou292_T
2013,9,10,2,20559,Bourke Street Mall (South),Bou283_T
2013,9,10,6,19466,Flinders Street Station Underpass,FliS_T
2013,9,10,15,19188,State Library,QV_T
2013,9,10,5,18650,Princes Bridge,PriNW_T
2013,9,11,22,33544,Flinders St-Elizabeth St (East),Eli274_T
2013,9,11,4,31349,Town Hall (West),Swa123_T
2013,9,11,3,27651,Melbourne Central,Swa295_T
2013,9,11,24,26731,Spencer St-Collins St (North),Col620_T
2013,9,11,13,25461,Flagstaff Station,Wil277_T
2013,9,11,1,23225,Bourke Street Mall (North),Bou292_T
2013,9,11,5,22603,Princes Bridge,PriNW_T
2013,9,11,2,21605,Bourke Street Mall (South),Bou283_T
2013,9,11,6,20107,Flinders Street Station Underpass,FliS_T
2013,9,11,15,19850,State Library,QV_T
2013,9,12,22,33981,Flinders St-Elizabeth St (East),Eli274_T
2013,9,12,4,29695,Town Hall (West),Swa123_T
2013,9,12,3,28178,Melbourne Central,Swa295_T
2013,9,12,24,27192,Spencer St-Collins St (North),Col620_T
2013,9,12,13,26175,Flagstaff Station,Wil277_T
2013,9,12,1,24055,Bourke Street Mall (North),Bou292_T
2013,9,12,2,23819,Bourke Street Mall (South),Bou283_T
2013,9,12,6,19791,Flinders Street Station Underpass,FliS_T
2013,9,12,5,19528,Princes Bridge,PriNW_T
2013,9,12,15,19257,State Library,QV_T
2013,9,13,4,39683,Town Hall (West),Swa123_T
2013,9,13,22,37161,Flinders St-Elizabeth St (East),Eli274_T
2013,9,13,3,35157,Melbourne Central,Swa295_T
2013,9,13,1,30703,Bourke Street Mall (North),Bou292_T
2013,9,13,2,29325,Bourke Street Mall (South),Bou283_T
2013,9,13,24,27692,Spencer St-Collins St (North),Col620_T
2013,9,13,5,23923,Princes Bridge,PriNW_T
2013,9,13,6,23711,Flinders Street Station Underpass,FliS_T
2013,9,13,15,23450,State Library,QV_T
2013,9,13,13,23397,Flagstaff Station,Wil277_T
2013,9,14,4,33851,Town Hall (West),Swa123_T
2013,9,14,3,32734,Melbourne Central,Swa295_T
2013,9,14,22,28454,Flinders St-Elizabeth St (East),Eli274_T
2013,9,14,1,26187,Bourke Street Mall (North),Bou292_T
2013,9,14,2,25351,Bourke Street Mall (South),Bou283_T
2013,9,14,5,22008,Princes Bridge,PriNW_T
2013,9,14,15,19122,State Library,QV_T
2013,9,14,6,16638,Flinders Street Station Underpass,FliS_T
2013,9,14,21,14803,Bourke St-Russell St (West),Rus180_T
2013,9,14,25,14363,Melbourne Convention Exhibition Centre,MCEC_T
2013,9,15,4,28695,Town Hall (West),Swa123_T
2013,9,15,3,27922,Melbourne Central,Swa295_T
2013,9,15,22,25738,Flinders St-Elizabeth St (East),Eli274_T
2013,9,15,1,22245,Bourke Street Mall (North),Bou292_T
2013,9,15,5,21345,Princes Bridge,PriNW_T
2013,9,15,2,20559,Bourke Street Mall (South),Bou283_T
2013,9,15,15,16999,State Library,QV_T
2013,9,15,6,15370,Flinders Street Station Underpass,FliS_T
2013,9,15,25,13008,Melbourne Convention Exhibition Centre,MCEC_T
2013,9,15,21,12884,Bourke St-Russell St (West),Rus180_T
2013,9,16,22,29794,Flinders St-Elizabeth St (East),Eli274_T
2013,9,16,13,29360,Flagstaff Station,Wil277_T
2013,9,16,4,26242,Town Hall (West),Swa123_T
2013,9,16,24,25901,Spencer St-Collins St (North),Col620_T
2013,9,16,3,21795,Melbourne Central,Swa295_T
2013,9,16,1,19902,Bourke Street Mall (North),Bou292_T
2013,9,16,2,19449,Bourke Street Mall (South),Bou283_T
2013,9,16,5,18523,Princes Bridge,PriNW_T
2013,9,16,6,16933,Flinders Street Station Underpass,FliS_T
2013,9,16,15,15833,State Library,QV_T
2013,9,17,22,33796,Flinders St-Elizabeth St (East),Eli274_T
2013,9,17,4,30790,Town Hall (West),Swa123_T
2013,9,17,3,27729,Melbourne Central,Swa295_T
2013,9,17,24,26882,Spencer St-Collins St (North),Col620_T
2013,9,17,13,25695,Flagstaff Station,Wil277_T
2013,9,17,1,23624,Bourke Street Mall (North),Bou292_T
2013,9,17,2,22002,Bourke Street Mall (South),Bou283_T
2013,9,17,5,20715,Princes Bridge,PriNW_T
2013,9,17,15,19873,State Library,QV_T
2013,9,17,6,19820,Flinders Street Station Underpass,FliS_T
2013,9,18,22,32240,Flinders St-Elizabeth St (East),Eli274_T
2013,9,18,4,29122,Town Hall (West),Swa123_T
2013,9,18,24,27198,Spencer St-Collins St (North),Col620_T
2013,9,18,13,25857,Flagstaff Station,Wil277_T
2013,9,18,3,25200,Melbourne Central,Swa295_T
2013,9,18,1,22272,Bourke Street Mall (North),Bou292_T
2013,9,18,2,21444,Bourke Street Mall (South),Bou283_T
2013,9,18,5,20601,Princes Bridge,PriNW_T
2013,9,18,6,19269,Flinders Street Station Underpass,FliS_T
2013,9,18,15,18642,State Library,QV_T
2013,9,19,22,33700,Flinders St-Elizabeth St (East),Eli274_T
2013,9,19,4,32536,Town Hall (West),Swa123_T
2013,9,19,3,29874,Melbourne Central,Swa295_T
2013,9,19,24,27416,Spencer St-Collins St (North),Col620_T
2013,9,19,13,24718,Flagstaff Station,Wil277_T
2013,9,19,2,24310,Bourke Street Mall (South),Bou283_T
2013,9,19,1,24251,Bourke Street Mall (North),Bou292_T
2013,9,19,15,22061,State Library,QV_T
2013,9,19,6,20340,Flinders Street Station Underpass,FliS_T
2013,9,19,5,20271,Princes Bridge,PriNW_T
2013,9,20,4,39437,Town Hall (West),Swa123_T
2013,9,20,22,36399,Flinders St-Elizabeth St (East),Eli274_T
2013,9,20,3,32821,Melbourne Central,Swa295_T
2013,9,20,1,30097,Bourke Street Mall (North),Bou292_T
2013,9,20,2,29503,Bourke Street Mall (South),Bou283_T
2013,9,20,24,27850,Spencer St-Collins St (North),Col620_T
2013,9,20,13,23914,Flagstaff Station,Wil277_T
2013,9,20,5,22965,Princes Bridge,PriNW_T
2013,9,20,6,21949,Flinders Street Station Underpass,FliS_T
2013,9,20,15,21383,State Library,QV_T
2013,9,21,4,36093,Town Hall (West),Swa123_T
2013,9,21,3,34205,Melbourne Central,Swa295_T
2013,9,21,22,30185,Flinders St-Elizabeth St (East),Eli274_T
2013,9,21,2,27381,Bourke Street Mall (South),Bou283_T
2013,9,21,1,26664,Bourke Street Mall (North),Bou292_T
2013,9,21,5,24558,Princes Bridge,PriNW_T
2013,9,21,15,20445,State Library,QV_T
2013,9,21,6,18463,Flinders Street Station Underpass,FliS_T
2013,9,21,28,17147,The Arts Centre,VAC_T
2013,9,21,21,15843,Bourke St-Russell St (West),Rus180_T
2013,9,22,4,28704,Town Hall (West),Swa123_T
2013,9,22,3,27085,Melbourne Central,Swa295_T
2013,9,22,22,24946,Flinders St-Elizabeth St (East),Eli274_T
2013,9,22,2,21648,Bourke Street Mall (South),Bou283_T
2013,9,22,1,21466,Bourke Street Mall (North),Bou292_T
2013,9,22,28,21335,The Arts Centre,VAC_T
2013,9,22,5,20943,Princes Bridge,PriNW_T
2013,9,22,15,16950,State Library,QV_T
2013,9,22,6,15153,Flinders Street Station Underpass,FliS_T
2013,9,22,21,14048,Bourke St-Russell St (West),Rus180_T
2013,9,23,22,35465,Flinders St-Elizabeth St (East),Eli274_T
2013,9,23,4,33590,Town Hall (West),Swa123_T
2013,9,23,3,29946,Melbourne Central,Swa295_T
2013,9,23,24,27047,Spencer St-Collins St (North),Col620_T
2013,9,23,5,26725,Princes Bridge,PriNW_T
2013,9,23,2,25814,Bourke Street Mall (South),Bou283_T
2013,9,23,1,25603,Bourke Street Mall (North),Bou292_T
2013,9,23,13,24421,Flagstaff Station,Wil277_T
2013,9,23,6,21796,Flinders Street Station Underpass,FliS_T
2013,9,23,28,21605,The Arts Centre,VAC_T
2013,9,24,22,35761,Flinders St-Elizabeth St (East),Eli274_T
2013,9,24,4,35266,Town Hall (West),Swa123_T
2013,9,24,3,31231,Melbourne Central,Swa295_T
2013,9,24,24,27416,Spencer St-Collins St (North),Col620_T
2013,9,24,2,26734,Bourke Street Mall (South),Bou283_T
2013,9,24,1,26333,Bourke Street Mall (North),Bou292_T
2013,9,24,13,24429,Flagstaff Station,Wil277_T
2013,9,24,5,23232,Princes Bridge,PriNW_T
2013,9,24,15,22513,State Library,QV_T
2013,9,24,6,21725,Flinders Street Station Underpass,FliS_T
2013,9,25,4,36759,Town Hall (West),Swa123_T
2013,9,25,22,36581,Flinders St-Elizabeth St (East),Eli274_T
2013,9,25,3,32642,Melbourne Central,Swa295_T
2013,9,25,1,29712,Bourke Street Mall (North),Bou292_T
2013,9,25,2,29596,Bourke Street Mall (South),Bou283_T
2013,9,25,24,28355,Spencer St-Collins St (North),Col620_T
